id,name,thumbnail,Vehicle Class,Manufacturer,Available from,Storage Location,Modifications,Title Update,Sell,Release Date,Based on (Real Life Vehicle),In-Game Model Name,Seats / Capacity,Weight (KG),Drivetrain,Gears,Request Delivery,Game Edition/Mode,Top Speed - Real (Broughy),GTA Online Price,Sell Price - Resale,Speed (Stat),Acceleration,Braking,Handling (Traction / Agility),Overall Rating,Vehicle Feature 1,Vehicle Feature 2,Source,Last Updated
139,Sanctus,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/sanctus_320x180.jpg,Motorcycles,LCC,Southern S.A. Super Autos,MC Clubhouse,Los Santos Customs,1.36 Bikers,Can be sold only if purchased (High-End),2016-10-28,Custom/Modified Avarus,sanctus,1,250,Rear-Wheel Drive,5,Mechanic,GTA Online,112,1995000,1197000,77.26339,100,33.333336,59.090912,67.4219095,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
138,Sanchez (Livery),https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/sanchez-livery_320x180.jpg,Motorcycles,Maibatsu,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold if purchased or stolen,2013-09-17,"2006-2009 Yamaha YZ450F, 2007 Kawasaki KX450F, Honda CRF450X",sanchez,2,220,Rear-Wheel Drive,4,Mechanic,GTA Online,119.5,7000,4200,63.313057,70,36.666668,65.15152,58.78281125,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
137,Sanchez,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/sanchez_320x180.jpg,Motorcycles,Maibatsu,Can be stolen / found,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold if purchased or stolen,2013-09-17,"2006-2009 Yamaha YZ450F, 2007 Kawasaki KX450F, Honda CRF450X",sanchez2,2,220,Rear-Wheel Drive,4,Mechanic,GTA Online,119.5,8000,4800,63.313057,70,36.666668,65.15152,58.78281125,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
136,Ruffian,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/ruffian_320x180.jpg,Motorcycles,Pegassi,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold if purchased or stolen,2013-09-17,Ducati Monster,ruffian,2,250,Rear-Wheel Drive,5,Mechanic,GTA Online,127,10000,6000,75.11718,85,36.666668,59.090912,63.96869,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
135,Rat Bike,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/rat-bike_320x180.jpg,Motorcycles,Western,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.36 Bikers,Can be sold only if purchased (High-End),2016-10-04,Harley Davidson KKF 14,ratbike,2,180,Rear-Wheel Drive,5,Mechanic,GTA Online,123.5,48000,28800,69.751678,53.750004,40,50,53.3754205,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
134,PCJ 600,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/pcj-600_320x180.jpg,Motorcycles,Shitzu,Can be stolen / found,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold if purchased or stolen,2013-09-17,Honda CB600F Hornet,pcj,2,250,Rear-Wheel Drive,5,Mechanic,GTA Online,106.75,9000,5400,69.751678,65,43.333332,62.121212,60.0515555,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
133,Oppressor,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/oppressor_320x180.jpg,Motorcycles,Pegassi,Warstock Cache & Carry,Garage (Personal Vehicle),MOC / Avenger,1.40 Gunrunning Pack,Can be sold only if purchased (High-End),2017-06-13,Yamaha MX 175,oppressor,1,190,Rear-Wheel Drive,5,Mechanic,GTA Online,140,3524500,2114700,79.409599,100,40,64.393936,70.95088375,Weaponized Vehicle,Special Vehicle,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
132,Nightblade,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/nightblade_320x180.jpg,Motorcycles,Western,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.36 Bikers,Can be sold only if purchased (High-End),2016-10-04,Harley Davidson Night Rod Special / Harley Davidson Dyna Street Bob,nightblade,2,205,Rear-Wheel Drive,5,Mechanic,GTA Online,114.25,100000,60000,76.190292,77.5,40,59.090912,63.195301,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
131,Nemesis,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/nemesis_320x180.jpg,Motorcycles,Principe,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold if purchased or stolen,2013-09-17,"Ducati Monster, Hypermotard, Kawasaki Z750, GTA Vader",nemesis,2,250,Rear-Wheel Drive,5,Mechanic,GTA Online,111.25,12000,7200,75.11718,75,40,59.090912,62.302023,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
130,Manchez,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/manchez_320x180.jpg,Motorcycles,Maibatsu,Southern S.A. Super Autos,MC Clubhouse,Los Santos Customs,1.36 Bikers,Can be sold only if purchased (High-End),2016-10-04,500cc KTM,manchez,2,190,Rear-Wheel Drive,5,Mechanic,GTA Online,113.5,67000,40200,77.799942,73.749992,40,65.15152,64.1753635,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
129,Lectro,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/lectro_320x180.jpg,Motorcycles,Principe,Legendary Motorsport,MC Clubhouse,Los Santos Customs,1.21 Heists DLC,Can be sold only if purchased (High-End),2015-03-10,"Ducati Streetfighter S, MV Agusta Brutale S",lectro,2,250,Rear-Wheel Drive,5,Mechanic,GTA Online,109.25,997500,598500,75.11718,70,40,59.090912,61.052023,KERS Boost,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
128,Innovation,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/innovation_320x180.jpg,Motorcycles,LCC,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.17 Last Team Standing,Can be sold only if purchased (High-End),2014-10-02,"Harley Davidson Breakout, Billy Lane Choppers Inc",innovation,2,250,Rear-Wheel Drive,4,Mechanic,GTA Online,110,92500,55500,72.434425,79.999992,33.333336,57.575756,60.83587725,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
127,Hexer,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/hexer_320x180.jpg,Motorcycles,LCC,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold only if purchased (High-End),2013-09-17,West Coast Choppers bikes,hexer,2,250,Rear-Wheel Drive,4,Mechanic,GTA Online,104.75,15000,9000,72.434425,65,33.333336,56.060608,56.70709225,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
126,Hakuchou Drag Bike,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/hakuchou-drag-bike_320x180.jpg,Motorcycles,Shitzu,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.36 Bikers,Can be sold only if purchased (High-End),2016-10-04,Suzuki GSX1300R Hayabusa,hakuchou2,2,270,Rear-Wheel Drive,6,Mechanic,GTA Online,126.5,976000,585600,85.311661,100,46.666668,87.878792,79.96428025,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
125,Hakuchou,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/hakuchou_320x180.jpg,Motorcycles,Shitzu,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.17 Last Team Standing,Can be sold only if purchased (High-End),2014-10-02,Suzuki Hayabusa,hakuchou,2,250,Rear-Wheel Drive,6,Mechanic,GTA Online,134,82000,49200,81.555809,78.75,46.666668,69.696968,69.16736125,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
124,Gargoyle,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/gargoyle_320x180.jpg,Motorcycles,Western,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.35 Cunning Stunts,Can be sold only if purchased (High-End),2016-07-12,2015 Indian Scout,gargoyle,2,135,Rear-Wheel Drive,4,Mechanic,GTA Online,125,120000,72000,78.87,78.13,36.67,68.18,65.4625,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
123,FCR 1000 Custom,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/fcr-1000-custom_320x180.jpg,Motorcycles,Pegassi,Benny's Original Motor Works,Garage (Personal Vehicle),Benny's Original Motor Works,1.37 Import/Export,Can be sold only if purchased (High-End),2017-01-02,Modified FCR 1000,fcr2,1,200,Rear-Wheel Drive,6,Mechanic,GTA Online,112.5,196000,117600,75.224503,77.5,41.666664,65.15152,64.88567175,Custom Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
122,FCR 1000,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/fcr-1000_320x180.jpg,Motorcycles,Pegassi,Benny's Original Motor Works,MC Clubhouse,Los Santos Customs,1.37 Import/Export,Can be sold only if purchased (High-End),2017-01-02,BMW R100,fcr,1,210,Rear-Wheel Drive,6,Mechanic,GTA Online,112,135000,81000,75.11718,76.25,40,63.636364,63.750886,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
121,Faggio Sport,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/faggio-sport_320x180.jpg,Motorcycles,Pegassi,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.36 Bikers,Can be sold only if purchased (High-End),2016-10-04,Piaggio Zip; 2007 Peugeot V Clic; Kymco Agility 50,faggio,2,110,Rear-Wheel Drive,3,Mechanic,GTA Online,76.75,47500,28500,50.972378,49.375,13.333334,51.515156,41.298967,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
120,Faggio Mod,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/faggio-mod_320x180.jpg,Motorcycles,Pegassi,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.36 Bikers,Can be sold only if purchased (High-End),2016-10-04,Classic Piaggio Vespa,faggio3,2,100,Rear-Wheel Drive,3,Mechanic,GTA Online,74.25,55000,33000,48.289619,28.75,13.333334,51.515156,35.47202725,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
119,Faggio,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/faggio_320x180.jpg,Motorcycles,Pegassi,Can be stolen / found,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold if purchased or stolen,2013-09-17,Piaggio Vespa,faggio2,2,100,Rear-Wheel Drive,3,Mechanic,GTA Online,103.25,5000,3000,48.289619,25,13.333334,48.484848,33.77695025,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
118,Esskey,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/esskey_320x180.jpg,Motorcycles,Pegassi,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.36 Bikers,Can be sold only if purchased (High-End),2016-11-15,Ducati Scrambler,esskey,2,190,Rear-Wheel Drive,5,Mechanic,GTA Online,112.75,264000,158400,77.799942,73.749992,40,65.15152,64.1753635,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
117,Enduro,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/enduro_320x180.jpg,Motorcycles,Dinka,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.21 Heists DLC,Can be sold only if purchased (High-End),2015-03-10,"Honda XL350, XR500 & CB Series",enduro,2,220,Rear-Wheel Drive,4,Mechanic,GTA Online,107.25,48000,28800,63.849609,72.5,36.666668,65.454552,59.61770725,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
116,Double-T,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/double-t_320x180.jpg,Motorcycles,Dinka,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold only if purchased (High-End),2013-09-17,Honda CBR,double,2,200,Rear-Wheel Drive,5,Mechanic,GTA Online,118,12000,7200,78.873047,77.5,46.666668,66.060608,67.27508075,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
115,Diabolus Custom,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/diabolus-custom_320x180.jpg,Motorcycles,Principe,Benny's Original Motor Works,Garage (Personal Vehicle),Benny's Original Motor Works,1.37 Import/Export,Can be sold only if purchased (High-End),2016-12-13,Ducati Diavel Draxter,diablous2,1,210,Rear-Wheel Drive,6,Mechanic,GTA Online,115.25,245000,147000,76.512222,79.999992,41.666664,60.606064,64.6962355,Custom Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
114,Diabolus,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/diabolus_320x180.jpg,Motorcycles,Principe,Benny's Original Motor Works,MC Clubhouse,Los Santos Customs,1.37 Import/Export,Can be sold only if purchased (High-End),2016-12-13,"2015 Ducati Diavel, 2015 Ducati Streetfighter 848",diablous,1,220,Rear-Wheel Drive,6,Mechanic,GTA Online,114.25,169000,101400,76.458565,78,40,59.090912,63.38736925,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
113,Defiler,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/defiler_320x180.jpg,Motorcycles,Shitzu,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.36 Bikers,Can be sold only if purchased (High-End),2016-10-04,"Akuma/Buell XB12S, but sports front fairing and circular lights",defiler,1,200,Rear-Wheel Drive,5,Mechanic,GTA Online,117,412000,247200,79.409599,100,40,65.15152,71.14027975,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
112,Daemon Custom,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/daemon-custom_320x180.jpg,Motorcycles,Western,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.36 Bikers,Can be sold only if purchased (High-End),2016-10-11,Harley-Davidson FX series bikes,daemon2,2,250,Rear-Wheel Drive,4,Mechanic,GTA Online,107,145000,87000,72.434425,65.5,20,56.060608,53.49875825,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
111,Daemon,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/daemon_320x180.jpg,Motorcycles,Western,Can be stolen / found,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold only if stolen,2013-09-17,Harley-Davidson FX series bikes,daemon,2,250,Rear-Wheel Drive,5,Mechanic,GTA Online,107,,,72.434425,65,20,56.060608,53.37375825,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
110,Cliffhanger,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/cliffhanger_320x180.jpg,Motorcycles,Western,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.35 Cunning Stunts,Can be sold only if purchased (High-End),2016-07-19,Harley Davidson XR-750,cliffhanger,2,140,Rear-Wheel Drive,4,Mechanic,GTA Online,124.75,225000,135000,79.14,79.5,36.67,68.18,65.8725,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
109,Chimera,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/chimera_320x180.jpg,Motorcycles,Nagasaki,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.36 Bikers,Can be sold only if purchased (High-End),2016-10-04,Generic Custom Tricycle,chimera,1,401,Rear-Wheel Drive,4,Mechanic,GTA Online,103,210000,126000,72.434425,59.999996,33.333336,63.636364,57.35103025,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
108,Carbon RS,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/carbon-rs_320x180.jpg,Motorcycles,Nagasaki,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold only if purchased (High-End),2013-09-17,"Ducati 1199, EBR 1190RS",carbonrs,2,250,Rear-Wheel Drive,5,Mechanic,GTA Online,124.25,40000,24000,77.799942,75,43.333332,65.15152,65.3211985,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
107,BF400,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/bf400_320x180.jpg,Motorcycles,Nagasaki,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.35 Cunning Stunts,Can be sold only if purchased (High-End),2016-07-12,KTM Adventure,bf400,2,150,Rear-Wheel Drive,5,Mechanic,GTA Online,137,95000,57000,77.8,72.5,36.67,65.15,63.03,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
106,Bati 801RR,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/bati-801rr_320x180.jpg,Motorcycles,Pegassi,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold only if purchased (High-End),2013-09-17,Ducati 1199,bati2,2,230,Rear-Wheel Drive,6,Mechanic,GTA Online,135,15000,9000,80.482697,75,46.666668,70.303032,68.11309925,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
105,Bati 801,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/bati-801_320x180.jpg,Motorcycles,Pegassi,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold only if purchased (High-End),2013-09-17,Ducati 848,bati,2,230,Rear-Wheel Drive,6,Mechanic,GTA Online,135,15000,9000,80.482697,75,46.666668,70.303032,68.11309925,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
104,Bagger,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/bagger_320x180.jpg,Motorcycles,Western,Southern S.A. Super Autos,MC Clubhouse,Los Santos Customs,1.01 Game Launch,Can be sold if purchased or stolen,2013-09-17,"GTA IV Freeway, 2013 Harley Davidson Touring Road Glide Custom",bagger,2,230,Rear-Wheel Drive,4,Mechanic,GTA V Story Mode,98,16000,9600,69.751678,52.499996,40,50,53.0629185,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
103,Avarus,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/avarus_320x180.jpg,Motorcycles,LCC,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.36 Bikers,Can be sold only if purchased (High-End),2016-10-04,Generica mostly-naked chopper,avarus,1,230,Rear-Wheel Drive,5,Mechanic,GTA Online,107.5,116000,69600,72.434425,67.5,33.333336,56.060608,57.33209225,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
102,Akuma,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/akuma_320x180.jpg,Motorcycles,Dinka,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold only if purchased (High-End),2013-09-17,Ducati Monster,akuma,2,250,Rear-Wheel Drive,5,Mechanic,GTA Online,121.25,9000,5400,77.799942,100,40,65.15152,70.7378655,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
101,Rhino Tank,https://www.gtabase.com/images/gta-5/vehicles/military/main/resized/rhino-tank_320x180.jpg,Military,,Warstock Cache & Carry,Pegasus Vehicle,Cannot be modified,1.01 Game Launch,Cannot be sold,2013-09-17,"Leopard 2A4, M1 Abrams",rhino,1,60000,All-Wheel Drive,1,Pegasus Concierge,GTA Online,40.5,1500000,,29.510324,27.5,6.666667,75.757576,34.85864175,Armored Vehicle,Armed Vehicle,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
100,Half-track,https://www.gtabase.com/images/gta-5/vehicles/military/main/resized/half-track_320x180.jpg,Military,Bravado,Warstock Cache & Carry,Garage (Personal Vehicle),MOC / Avenger,1.40 Gunrunning Pack,Can be sold only if purchased (High-End),2017-06-13,"Dunloader, M3 Half-track",halftrack,3,10000,Rear-Wheel Drive,4,Mechanic,GTA Online,58.25,2254350,1352610,40.241348,39.999996,6.666667,69.696968,39.15124475,Weaponized Vehicle,Armored Vehicle,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
99,Crusader,https://www.gtabase.com/images/gta-5/vehicles/military/main/resized/crusader_320x180.jpg,Military,Canis,Warstock Cache & Carry,Pegasus Vehicle,Cannot be modified,1.01 Game Launch,Cannot be sold,2013-09-17,Jeep Wrangler JK Unlimited,crusader,4,2400,All-Wheel Drive,5,Pegasus Concierge,GTA Online,91.25,225000,,69.751678,45,10,57.575756,45.5818585,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
98,Barracks Semi,https://www.gtabase.com/images/gta-5/vehicles/military/main/resized/barracks-semi_320x180.jpg,Military,HVY,Bonus Reward,Pegasus Vehicle,Cannot be modified,1.01 Game Launch,Cannot be sold,2013-09-17,Daimler military chassis,barracks2,2,10000,Rear-Wheel Drive,5,Pegasus Concierge,GTA Online,82.5,,,59.020649,57.5,33.333336,46.969696,49.20592025,Towing Hitch,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
97,Barracks,https://www.gtabase.com/images/gta-5/vehicles/military/main/resized/barracks_320x180.jpg,Military,HVY,Warstock Cache & Carry,Pegasus Vehicle,Cannot be modified,1.01 Game Launch,Cannot be sold,2013-09-17,Daimler military chassis,barracks3,10,9000,Rear-Wheel Drive,5,Pegasus Concierge,GTA Online,82.5,450000,,59.020649,27.5,10,50,36.63016225,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
